intent,isAllDay,location,date,startTime,endTime,title,description,text,response
CANCEL,0,Coffee Shop,2025-5-28,12:30:00,13:00:00,Team Meeting,Team Meeting,Cancel my 3 PM event,Your event 'Team Meeting' scheduled for 2025-5-28 at 12:30:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-12-8,17:45:00,19:45:00,Client Presentation,Client Presentation,Meeting tomorrow,Event 'Client Presentation' has been added on 2025-12-8 from 17:45:00 to 19:45:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Office,2026-3-10,10:30:00,11:00:00,Webinar,Webinar,Change the time of Webinar on tomorrow to 10:30,Got it—I've updated 'Webinar' to 2026-3-10 from 10:30:00 to 11:00:00 at Office.
UPDATE,0,Online,2025-10-24,14:45:00,15:45:00,Performance Review,Performance Review,Update Performance Review details for 2026-01-30 at Online,Got it—I've updated 'Performance Review' to 2025-10-24 from 14:45:00 to 15:45:00 at Online.
UPDATE,0,Conference Room A,2025-1-18,12:45:00,13:15:00,Project Deadline,Project Deadline,Reschedule Project Deadline to 2025-01-18 at 12:45,Got it—I've updated 'Project Deadline' to 2025-1-18 from 12:45:00 to 13:15:00 at Conference Room A.
UPDATE,0,Office,2025-4-20,13:00:00,15:00:00,Performance Review,Performance Review,Move Performance Review from 2026-04-07 at 10:30 to 2025-04-20 at 13:00,Got it—I've updated 'Performance Review' to 2025-4-20 from 13:00:00 to 15:00:00 at Office.
QUERY,0,Home,2025-5-14,08:30:00,10:30:00,Lunch with George,Lunch with George,Any meetings today?,You have an event 'Lunch with George' on 2025-5-14 at 08:30:00. Would you like more details?
UPDATE,0,Home,2025-9-27,08:45:00,10:45:00,Client Presentation,Client Presentation,Move Client Presentation from 2026-06-21 at 10:00 to 2025-09-27 at 08:45,Got it—I've updated 'Client Presentation' to 2025-9-27 from 08:45:00 to 10:45:00 at Home.
UPDATE,0,Online,2025-5-4,16:30:00,18:30:00,Birthday Party,Birthday Party,Update Birthday Party details for 2026-05-15 at Online,Got it—I've updated 'Birthday Party' to 2025-5-4 from 16:30:00 to 18:30:00 at Online.
CANCEL,0,Online,2025-2-11,16:30:00,17:00:00,Yoga Class,Yoga Class,Cancel my 3 PM event,Your event 'Yoga Class' scheduled for 2025-2-11 at 16:30:00 has been canceled. Hope that helps!
UPDATE,0,,2026-2-8,10:15:00,10:45:00,Project Deadline,Project Deadline,Update Project Deadline details for 2025-02-22,Got it—I've updated 'Project Deadline' to 2026-2-8 from 10:15:00 to 10:45:00.
UPDATE,0,Home,2026-7-18,12:15:00,12:45:00,Webinar,Webinar,Update Webinar details for tomorrow at Home,Got it—I've updated 'Webinar' to 2026-7-18 from 12:15:00 to 12:45:00 at Home.
QUERY,0,Zoom,2025-5-16,14:15:00,15:15:00,Project Deadline,Project Deadline,What are my appointments on next Friday?,You have an event 'Project Deadline' on 2025-5-16 at 14:15:00. Would you like more details?
UPDATE,0,Office,2026-5-21,17:30:00,18:30:00,Team Meeting,Team Meeting,Change the time of Team Meeting on 2026-05-04 to 17:30,Got it—I've updated 'Team Meeting' to 2026-5-21 from 17:30:00 to 18:30:00 at Office.
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
ADD,0,Conference Room A,2025-10-30,16:45:00,17:45:00,Project Deadline,Project Deadline,Put Project Deadline on my calendar 2025-10-30 at 16:45 at Conference Room A,Event 'Project Deadline' has been added on 2025-10-30 from 16:45:00 to 17:45:00 at Conference Room A. Let me know if you need anything else!
ADD,0,Office,2026-8-26,08:30:00,09:00:00,Dentist Appointment,Dentist Appointment,Put Dentist Appointment on my calendar 2026-08-26 at 08:30 at Office,Event 'Dentist Appointment' has been added on 2026-8-26 from 08:30:00 to 09:00:00 at Office. Let me know if you need anything else!
UPDATE,0,Conference Room A,2025-12-26,17:30:00,19:30:00,Birthday Party,Birthday Party,Move Birthday Party from 2026-07-22 at 15:45 to 2025-12-26 at 17:30,Got it—I've updated 'Birthday Party' to 2025-12-26 from 17:30:00 to 19:30:00 at Conference Room A.
QUERY,1,,2025-5-16,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,What's on my calendar for next Friday?,You have an event 'Coffee Catch-up' on 2025-5-16 at 00:00:00. Would you like more details?
UPDATE,0,,2026-5-1,08:30:00,09:00:00,Team Meeting,Team Meeting,Change the time of Team Meeting on next Monday to 08:30,Got it—I've updated 'Team Meeting' to 2026-5-1 from 08:30:00 to 09:00:00.
UPDATE,1,Online,2026-12-26,00:00:00,23:59:59,Performance Review,Performance Review,Reschedule Performance Review to 2026-12-26 at 00:00,Got it—I've updated 'Performance Review' to 2026-12-26 from 00:00:00 to 23:59:59 at Online.
UPDATE,1,Coffee Shop,2026-9-17,00:00:00,23:59:59,Webinar,Webinar,Change the time of Webinar on today to 00:00,Got it—I've updated 'Webinar' to 2026-9-17 from 00:00:00 to 23:59:59 at Coffee Shop.
QUERY,1,Office,2025-6-28,00:00:00,23:59:59,Project Deadline,Project Deadline,What's on my calendar for 2025-06-28?,You have an event 'Project Deadline' on 2025-6-28 at 00:00:00. Would you like more details?
CANCEL,0,Zoom,2026-6-7,16:30:00,17:00:00,Team Meeting,Team Meeting,Cancel Team Meeting on 2026-06-07 at 16:30,Your event 'Team Meeting' scheduled for 2026-6-7 at 16:30:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2025-10-13,17:15:00,17:45:00,Yoga Class,Yoga Class,Add Yoga Class on 2025-10-13 at 17:15 at Coffee Shop,Event 'Yoga Class' has been added on 2025-10-13 from 17:15:00 to 17:45:00 at Coffee Shop. Let me know if you need anything else!
UPDATE,0,Office,2025-11-7,12:30:00,13:00:00,Webinar,Webinar,Change the time of Webinar on 2025-04-29 to 12:30,Got it—I've updated 'Webinar' to 2025-11-7 from 12:30:00 to 13:00:00 at Office.
ADD,0,Office,2025-5-14,09:45:00,10:45:00,Webinar,Webinar,I need to set up Webinar today at 09:45 at Office,Event 'Webinar' has been added on 2025-5-14 from 09:45:00 to 10:45:00 at Office. Let me know if you need anything else!
UPDATE,0,Online,2025-1-14,08:00:00,08:30:00,Webinar,Webinar,Move Webinar from 2026-01-21 at 15:15 to 2025-01-14 at 08:00,Got it—I've updated 'Webinar' to 2025-1-14 from 08:00:00 to 08:30:00 at Online.
CANCEL,0,,2026-12-16,10:30:00,11:00:00,Dentist Appointment,Dentist Appointment,Cancel my 3 PM event,Your event 'Dentist Appointment' scheduled for 2026-12-16 at 10:30:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2026-5-30,08:15:00,09:15:00,Yoga Class,Yoga Class,Meeting tomorrow,Event 'Yoga Class' has been added on 2026-5-30 from 08:15:00 to 09:15:00 at Coffee Shop. Let me know if you need anything else!
CANCEL,0,Online,2025-10-24,13:15:00,15:15:00,Birthday Party,Birthday Party,Please remove my Birthday Party scheduled for 2025-10-24 at Online,Your event 'Birthday Party' scheduled for 2025-10-24 at 13:15:00 has been canceled. Hope that helps!
CANCEL,0,Office,2026-10-30,09:45:00,10:45:00,Lunch with Fiona,Lunch with Fiona,Please remove my Lunch with Fiona scheduled for 2026-10-30 at Office,Your event 'Lunch with Fiona' scheduled for 2026-10-30 at 09:45:00 has been canceled. Hope that helps!
CANCEL,1,Office,2026-3-18,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-03-18 at Office,Your event 'Coffee Catch-up' scheduled for 2026-3-18 at 00:00:00 has been canceled. Hope that helps!
QUERY,0,Office,2025-6-8,16:30:00,18:30:00,Lunch with Fiona,Lunch with Fiona,Do I have any events tomorrow?,You have an event 'Lunch with Fiona' on 2025-6-8 at 16:30:00. Would you like more details?
CANCEL,0,Conference Room A,2025-5-19,14:30:00,15:30:00,Dentist Appointment,Dentist Appointment,Please remove my Dentist Appointment scheduled for next Monday at Conference Room A,Your event 'Dentist Appointment' scheduled for 2025-5-19 at 14:30:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
CANCEL,0,Zoom,2026-10-8,12:30:00,14:30:00,Team Meeting,Team Meeting,Please remove my Team Meeting scheduled for 2026-10-08 at Zoom,Your event 'Team Meeting' scheduled for 2026-10-8 at 12:30:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2025-10-16,08:00:00,09:00:00,Webinar,Webinar,Schedule Webinar for 2025-10-16 08:00 at Coffee Shop,Event 'Webinar' has been added on 2025-10-16 from 08:00:00 to 09:00:00 at Coffee Shop. Let me know if you need anything else!
ADD,0,Office,2026-4-16,08:00:00,09:00:00,Yoga Class,Yoga Class,Schedule Yoga Class for 2026-04-16 08:00 at Office,Event 'Yoga Class' has been added on 2026-4-16 from 08:00:00 to 09:00:00 at Office. Let me know if you need anything else!
CANCEL,0,Office,2026-7-6,14:45:00,15:15:00,Project Deadline,Project Deadline,Cancel Project Deadline on 2026-07-06 at 14:45,Your event 'Project Deadline' scheduled for 2026-7-6 at 14:45:00 has been canceled. Hope that helps!
QUERY,0,Online,2025-5-14,08:00:00,08:30:00,Birthday Party,Birthday Party,Any meetings today?,You have an event 'Birthday Party' on 2025-5-14 at 08:00:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,1,Office,2025-5-19,00:00:00,23:59:59,Client Presentation,Client Presentation,Put Client Presentation on my calendar next Monday at 00:00 at Office,Event 'Client Presentation' has been added on 2025-5-19 from 00:00:00 to 23:59:59 at Office. Let me know if you need anything else!
QUERY,0,Conference Room A,2025-5-15,09:45:00,10:15:00,Lunch with Alice,Lunch with Alice,Any meetings today?,You have an event 'Lunch with Alice' on 2025-5-15 at 09:45:00. Would you like more details?
ADD,1,Conference Room A,2025-11-19,00:00:00,23:59:59,Team Meeting,Team Meeting,Schedule Team Meeting for 2025-11-19 00:00 at Conference Room A,Event 'Team Meeting' has been added on 2025-11-19 from 00:00:00 to 23:59:59 at Conference Room A. Let me know if you need anything else!
QUERY,0,,2025-11-22,17:30:00,18:00:00,Performance Review,Performance Review,Do I have any events tomorrow?,You have an event 'Performance Review' on 2025-11-22 at 17:30:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
UPDATE,0,Office,2025-7-31,08:45:00,10:45:00,Performance Review,Performance Review,Reschedule Performance Review to 2025-07-31 at 08:45,Got it—I've updated 'Performance Review' to 2025-7-31 from 08:45:00 to 10:45:00 at Office.
ADD,0,Zoom,2026-12-10,15:45:00,16:15:00,Birthday Party,Birthday Party,I need to set up Birthday Party 2026-12-10 at 15:45 at Zoom,Event 'Birthday Party' has been added on 2026-12-10 from 15:45:00 to 16:15:00 at Zoom. Let me know if you need anything else!
UPDATE,0,Conference Room A,2025-9-27,11:00:00,12:00:00,Webinar,Webinar,Change the time of Webinar on 2026-10-27 to 11:00,Got it—I've updated 'Webinar' to 2025-9-27 from 11:00:00 to 12:00:00 at Conference Room A.
QUERY,0,Home,2025-3-7,09:15:00,09:45:00,Client Presentation,Client Presentation,Show me events next Monday,You have an event 'Client Presentation' on 2025-3-7 at 09:15:00. Would you like more details?
CANCEL,0,Home,2025-10-6,15:15:00,16:15:00,Dentist Appointment,Dentist Appointment,Cancel my 3 PM event,Your event 'Dentist Appointment' scheduled for 2025-10-6 at 15:15:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-5-19,08:30:00,10:30:00,Project Deadline,Project Deadline,Schedule Project Deadline for next Monday 08:30 at Conference Room A,Event 'Project Deadline' has been added on 2025-5-19 from 08:30:00 to 10:30:00 at Conference Room A. Let me know if you need anything else!
CANCEL,0,Office,2025-6-16,09:30:00,10:30:00,Coffee Catch-up,Coffee Catch-up,Cancel my 3 PM event,Your event 'Coffee Catch-up' scheduled for 2025-6-16 at 09:30:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-5-15,16:30:00,17:00:00,Project Deadline,Project Deadline,Put Project Deadline on my calendar tomorrow at 16:30 at Conference Room A,Event 'Project Deadline' has been added on 2025-5-15 from 16:30:00 to 17:00:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Coffee Shop,2025-6-28,08:45:00,10:45:00,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for 2025-05-08 at Coffee Shop,Got it—I've updated 'Dentist Appointment' to 2025-6-28 from 08:45:00 to 10:45:00 at Coffee Shop.
UPDATE,0,Online,2026-1-14,14:45:00,15:45:00,Lunch with Hannah,Lunch with Hannah,Reschedule Lunch with Hannah to 2026-01-14 at 14:45,Got it—I've updated 'Lunch with Hannah' to 2026-1-14 from 14:45:00 to 15:45:00 at Online.
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
ADD,0,Conference Room A,2026-12-16,16:30:00,18:30:00,Webinar,Webinar,I need to set up Webinar 2026-12-16 at 16:30 at Conference Room A,Event 'Webinar' has been added on 2026-12-16 from 16:30:00 to 18:30:00 at Conference Room A. Let me know if you need anything else!
ADD,0,Coffee Shop,2025-5-19,14:15:00,16:15:00,Client Presentation,Client Presentation,Meeting tomorrow,Event 'Client Presentation' has been added on 2025-5-19 from 14:15:00 to 16:15:00 at Coffee Shop. Let me know if you need anything else!
ADD,0,Conference Room A,2025-10-24,15:00:00,17:00:00,Webinar,Webinar,Schedule Webinar for 2025-10-24 15:00 at Conference Room A,Event 'Webinar' has been added on 2025-10-24 from 15:00:00 to 17:00:00 at Conference Room A. Let me know if you need anything else!
CANCEL,0,Office,2026-1-16,16:00:00,17:00:00,Yoga Class,Yoga Class,Delete Yoga Class on 2026-01-16 at 16:00,Your event 'Yoga Class' scheduled for 2026-1-16 at 16:00:00 has been canceled. Hope that helps!
UPDATE,0,Office,2025-2-19,13:15:00,13:45:00,Project Deadline,Project Deadline,Reschedule Project Deadline to 2025-02-19 at 13:15,Got it—I've updated 'Project Deadline' to 2025-2-19 from 13:15:00 to 13:45:00 at Office.
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
CANCEL,0,Online,2026-4-30,13:15:00,15:15:00,Client Presentation,Client Presentation,Cancel my 3 PM event,Your event 'Client Presentation' scheduled for 2026-4-30 at 13:15:00 has been canceled. Hope that helps!
ADD,0,,2025-4-5,09:15:00,09:45:00,Dentist Appointment,Dentist Appointment,Add Dentist Appointment on 2025-04-05 at 09:15,Event 'Dentist Appointment' has been added on 2025-4-5 from 09:15:00 to 09:45:00. Let me know if you need anything else!
CANCEL,0,Zoom,2025-9-13,15:15:00,17:15:00,Webinar,Webinar,Cancel Webinar on 2025-09-13 at 15:15,Your event 'Webinar' scheduled for 2025-9-13 at 15:15:00 has been canceled. Hope that helps!
ADD,0,Online,2026-10-4,12:15:00,13:15:00,Lunch with Diana,Lunch with Diana,Schedule Lunch with Diana for 2026-10-04 12:15 at Online,Event 'Lunch with Diana' has been added on 2026-10-4 from 12:15:00 to 13:15:00 at Online. Let me know if you need anything else!
ADD,0,Conference Room A,2025-2-19,12:00:00,13:00:00,Webinar,Webinar,Schedule Webinar for 2025-02-19 12:00 at Conference Room A,Event 'Webinar' has been added on 2025-2-19 from 12:00:00 to 13:00:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Zoom,2025-8-21,13:00:00,13:30:00,Client Presentation,Client Presentation,Move Client Presentation from 2026-10-16 at 13:30 to 2025-08-21 at 13:00,Got it—I've updated 'Client Presentation' to 2025-8-21 from 13:00:00 to 13:30:00 at Zoom.
CANCEL,0,Online,2026-9-8,11:45:00,13:45:00,Coffee Catch-up,Coffee Catch-up,Delete Coffee Catch-up on 2026-09-08 at 11:45,Your event 'Coffee Catch-up' scheduled for 2026-9-8 at 11:45:00 has been canceled. Hope that helps!
UPDATE,0,Zoom,2025-1-20,15:00:00,15:30:00,Client Presentation,Client Presentation,Update Client Presentation details for 2026-07-13 at Zoom,Got it—I've updated 'Client Presentation' to 2025-1-20 from 15:00:00 to 15:30:00 at Zoom.
ADD,0,,2025-8-22,15:30:00,16:00:00,Lunch with Charlie,Lunch with Charlie,Schedule Lunch with Charlie for 2025-08-22 15:30,Event 'Lunch with Charlie' has been added on 2025-8-22 from 15:30:00 to 16:00:00. Let me know if you need anything else!
ADD,0,,2025-6-13,17:00:00,17:30:00,Yoga Class,Yoga Class,Put Yoga Class on my calendar 2025-06-13 at 17:00,Event 'Yoga Class' has been added on 2025-6-13 from 17:00:00 to 17:30:00. Let me know if you need anything else!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
CANCEL,0,Office,2025-8-4,15:00:00,16:00:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2025-08-04 at 15:00,Your event 'Coffee Catch-up' scheduled for 2025-8-4 at 15:00:00 has been canceled. Hope that helps!
ADD,0,Online,2025-9-6,14:15:00,14:45:00,Yoga Class,Yoga Class,Put Yoga Class on my calendar 2025-09-06 at 14:15 at Online,Event 'Yoga Class' has been added on 2025-9-6 from 14:15:00 to 14:45:00 at Online. Let me know if you need anything else!
CANCEL,0,Zoom,2026-8-4,12:45:00,13:15:00,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-08-04 at Zoom,Your event 'Coffee Catch-up' scheduled for 2026-8-4 at 12:45:00 has been canceled. Hope that helps!
ADD,0,Zoom,2025-10-18,08:15:00,08:45:00,Performance Review,Performance Review,I need to set up Performance Review 2025-10-18 at 08:15 at Zoom,Event 'Performance Review' has been added on 2025-10-18 from 08:15:00 to 08:45:00 at Zoom. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
ADD,0,Coffee Shop,2025-5-15,12:00:00,13:00:00,Performance Review,Performance Review,Schedule Performance Review for tomorrow 12:00 at Coffee Shop,Event 'Performance Review' has been added on 2025-5-15 from 12:00:00 to 13:00:00 at Coffee Shop. Let me know if you need anything else!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
QUERY,0,Conference Room A,2026-10-7,14:15:00,16:15:00,Project Deadline,Project Deadline,What are my appointments on 2026-10-07?,You have an event 'Project Deadline' on 2026-10-7 at 14:15:00. Would you like more details?
UPDATE,0,Zoom,2025-1-5,08:45:00,09:45:00,Performance Review,Performance Review,Change the time of Performance Review on 2026-01-16 to 08:45,Got it—I've updated 'Performance Review' to 2025-1-5 from 08:45:00 to 09:45:00 at Zoom.
ADD,0,Coffee Shop,2025-5-14,10:00:00,11:00:00,Dentist Appointment,Dentist Appointment,Meeting tomorrow,Event 'Dentist Appointment' has been added on 2025-5-14 from 10:00:00 to 11:00:00 at Coffee Shop. Let me know if you need anything else!
CANCEL,0,Zoom,2026-6-18,15:00:00,16:00:00,Yoga Class,Yoga Class,Cancel my 3 PM event,Your event 'Yoga Class' scheduled for 2026-6-18 at 15:00:00 has been canceled. Hope that helps!
QUERY,0,Conference Room A,2026-10-2,08:45:00,09:15:00,Client Presentation,Client Presentation,What are my appointments on 2026-10-02?,You have an event 'Client Presentation' on 2026-10-2 at 08:45:00. Would you like more details?
CANCEL,0,Conference Room A,2026-4-9,17:30:00,19:30:00,Lunch with George,Lunch with George,Delete Lunch with George on 2026-04-09 at 17:30,Your event 'Lunch with George' scheduled for 2026-4-9 at 17:30:00 has been canceled. Hope that helps!
UPDATE,0,Online,2025-10-31,08:30:00,10:30:00,Dentist Appointment,Dentist Appointment,Reschedule Dentist Appointment to 2025-10-31 at 08:30,Got it—I've updated 'Dentist Appointment' to 2025-10-31 from 08:30:00 to 10:30:00 at Online.
ADD,0,Zoom,2026-1-23,16:30:00,17:30:00,Team Meeting,Team Meeting,Schedule Team Meeting for 2026-01-23 16:30 at Zoom,Event 'Team Meeting' has been added on 2026-1-23 from 16:30:00 to 17:30:00 at Zoom. Let me know if you need anything else!
ADD,0,Home,2026-4-11,16:45:00,17:45:00,Project Deadline,Project Deadline,Meeting tomorrow,Event 'Project Deadline' has been added on 2026-4-11 from 16:45:00 to 17:45:00 at Home. Let me know if you need anything else!
UPDATE,0,Conference Room A,2026-12-22,09:00:00,09:30:00,Client Presentation,Client Presentation,Change the time of Client Presentation on 2026-09-20 to 09:00,Got it—I've updated 'Client Presentation' to 2026-12-22 from 09:00:00 to 09:30:00 at Conference Room A.
QUERY,0,Coffee Shop,2025-4-24,09:45:00,10:15:00,Webinar,Webinar,What are my appointments on 2025-04-24?,You have an event 'Webinar' on 2025-4-24 at 09:45:00. Would you like more details?
QUERY,1,Conference Room A,2025-12-7,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,What's on my calendar for 2025-12-07?,You have an event 'Coffee Catch-up' on 2025-12-7 at 00:00:00. Would you like more details?
ADD,0,,2025-5-14,14:45:00,15:45:00,Webinar,Webinar,Put Webinar on my calendar today at 14:45,Event 'Webinar' has been added on 2025-5-14 from 14:45:00 to 15:45:00. Let me know if you need anything else!
ADD,0,Office,2025-11-27,12:45:00,14:45:00,Birthday Party,Birthday Party,Put Birthday Party on my calendar 2025-11-27 at 12:45 at Office,Event 'Birthday Party' has been added on 2025-11-27 from 12:45:00 to 14:45:00 at Office. Let me know if you need anything else!
UPDATE,0,Zoom,2026-6-27,15:30:00,16:30:00,Yoga Class,Yoga Class,Change the time of Yoga Class on 2025-08-21 to 15:30,Got it—I've updated 'Yoga Class' to 2026-6-27 from 15:30:00 to 16:30:00 at Zoom.
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
UPDATE,0,,2026-4-7,08:15:00,10:15:00,Project Deadline,Project Deadline,Move Project Deadline from 2026-09-21 at 08:00 to 2026-04-07 at 08:15,Got it—I've updated 'Project Deadline' to 2026-4-7 from 08:15:00 to 10:15:00.
QUERY,0,Zoom,2025-12-29,08:00:00,10:00:00,Yoga Class,Yoga Class,Do I have any events tomorrow?,You have an event 'Yoga Class' on 2025-12-29 at 08:00:00. Would you like more details?
QUERY,0,Home,2025-5-14,13:00:00,14:00:00,Coffee Catch-up,Coffee Catch-up,Show me events next Monday,You have an event 'Coffee Catch-up' on 2025-5-14 at 13:00:00. Would you like more details?
CANCEL,0,Office,2025-1-27,08:00:00,08:30:00,Client Presentation,Client Presentation,Delete Client Presentation on 2025-01-27 at 08:00,Your event 'Client Presentation' scheduled for 2025-1-27 at 08:00:00 has been canceled. Hope that helps!
ADD,0,Home,2025-5-14,16:15:00,18:15:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar today at 16:15 at Home,Event 'Client Presentation' has been added on 2025-5-14 from 16:15:00 to 18:15:00 at Home. Let me know if you need anything else!
ADD,0,Conference Room A,2025-10-20,12:00:00,12:30:00,Birthday Party,Birthday Party,Add Birthday Party on 2025-10-20 at 12:00 at Conference Room A,Event 'Birthday Party' has been added on 2025-10-20 from 12:00:00 to 12:30:00 at Conference Room A. Let me know if you need anything else!
QUERY,0,Zoom,2025-9-17,09:30:00,11:30:00,Yoga Class,Yoga Class,Any meetings today?,You have an event 'Yoga Class' on 2025-9-17 at 09:30:00. Would you like more details?
ADD,0,Coffee Shop,2025-2-21,14:45:00,16:45:00,Project Deadline,Project Deadline,Schedule Project Deadline for 2025-02-21 14:45 at Coffee Shop,Event 'Project Deadline' has been added on 2025-2-21 from 14:45:00 to 16:45:00 at Coffee Shop. Let me know if you need anything else!
CANCEL,0,Conference Room A,2025-9-11,16:00:00,16:30:00,Birthday Party,Birthday Party,Cancel my 3 PM event,Your event 'Birthday Party' scheduled for 2025-9-11 at 16:00:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
QUERY,0,Zoom,2026-9-18,14:15:00,14:45:00,Lunch with Charlie,Lunch with Charlie,What are my appointments on 2026-09-18?,You have an event 'Lunch with Charlie' on 2026-9-18 at 14:15:00. Would you like more details?
CANCEL,0,Home,2025-5-14,16:45:00,17:45:00,Webinar,Webinar,Please remove my Webinar scheduled for today at Home,Your event 'Webinar' scheduled for 2025-5-14 at 16:45:00 has been canceled. Hope that helps!
CANCEL,0,Zoom,2026-5-9,09:45:00,10:15:00,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-05-09 at Zoom,Your event 'Coffee Catch-up' scheduled for 2026-5-9 at 09:45:00 has been canceled. Hope that helps!
ADD,0,Office,2026-4-7,11:45:00,12:15:00,Dentist Appointment,Dentist Appointment,Put Dentist Appointment on my calendar 2026-04-07 at 11:45 at Office,Event 'Dentist Appointment' has been added on 2026-4-7 from 11:45:00 to 12:15:00 at Office. Let me know if you need anything else!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
CANCEL,0,Zoom,2025-5-16,13:15:00,14:15:00,Project Deadline,Project Deadline,Delete Project Deadline on next Friday at 13:15,Your event 'Project Deadline' scheduled for 2025-5-16 at 13:15:00 has been canceled. Hope that helps!
CANCEL,0,Zoom,2025-8-8,16:15:00,16:45:00,Lunch with Diana,Lunch with Diana,Delete Lunch with Diana on 2025-08-08 at 16:15,Your event 'Lunch with Diana' scheduled for 2025-8-8 at 16:15:00 has been canceled. Hope that helps!
CANCEL,0,Home,2025-10-6,16:00:00,16:30:00,Birthday Party,Birthday Party,Please remove my Birthday Party scheduled for 2025-10-06 at Home,Your event 'Birthday Party' scheduled for 2025-10-6 at 16:00:00 has been canceled. Hope that helps!
QUERY,0,Office,2025-6-2,08:00:00,10:00:00,Client Presentation,Client Presentation,Show me events next Monday,You have an event 'Client Presentation' on 2025-6-2 at 08:00:00. Would you like more details?
ADD,0,Zoom,2025-10-19,12:15:00,12:45:00,Lunch with Fiona,Lunch with Fiona,Meeting tomorrow,Event 'Lunch with Fiona' has been added on 2025-10-19 from 12:15:00 to 12:45:00 at Zoom. Let me know if you need anything else!
ADD,0,,2026-7-3,13:00:00,14:00:00,Project Deadline,Project Deadline,Schedule Project Deadline for 2026-07-03 13:00,Event 'Project Deadline' has been added on 2026-7-3 from 13:00:00 to 14:00:00. Let me know if you need anything else!
CANCEL,0,Zoom,2026-7-30,08:15:00,08:45:00,Performance Review,Performance Review,Delete Performance Review on 2026-07-30 at 08:15,Your event 'Performance Review' scheduled for 2026-7-30 at 08:15:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2026-11-6,11:30:00,12:00:00,Lunch with Ethan,Lunch with Ethan,Update Lunch with Ethan details for tomorrow at Conference Room A,Got it—I've updated 'Lunch with Ethan' to 2026-11-6 from 11:30:00 to 12:00:00 at Conference Room A.
UPDATE,0,Coffee Shop,2026-9-14,17:15:00,19:15:00,Webinar,Webinar,Move Webinar from 2026-03-24 at 15:45 to 2026-09-14 at 17:15,Got it—I've updated 'Webinar' to 2026-9-14 from 17:15:00 to 19:15:00 at Coffee Shop.
QUERY,0,Zoom,2025-5-14,11:00:00,11:30:00,Project Deadline,Project Deadline,What are my appointments on today?,You have an event 'Project Deadline' on 2025-5-14 at 11:00:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
ADD,0,,2026-9-30,09:30:00,11:30:00,Lunch with Charlie,Lunch with Charlie,Meeting tomorrow,Event 'Lunch with Charlie' has been added on 2026-9-30 from 09:30:00 to 11:30:00. Let me know if you need anything else!
ADD,0,Conference Room A,2025-10-13,13:30:00,14:00:00,Yoga Class,Yoga Class,Meeting tomorrow,Event 'Yoga Class' has been added on 2025-10-13 from 13:30:00 to 14:00:00 at Conference Room A. Let me know if you need anything else!
ADD,0,Office,2025-6-6,12:45:00,14:45:00,Performance Review,Performance Review,Schedule Performance Review for 2025-06-06 12:45 at Office,Event 'Performance Review' has been added on 2025-6-6 from 12:45:00 to 14:45:00 at Office. Let me know if you need anything else!
