text,intent,title,description,response,date,startTime,endTime,location,isAllDay
Add Team Meeting all day on next Wednesday at Clinic,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-21 from 00:00:00 to 23:59:59 at Clinic. Let me know if you need anything else!",2025-5-21,00:00:00,23:59:59,Clinic,True
Reschedule my Team Meeting to day after tomorrow at 3 PM at Google Meet,UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-5-16 from 15:00:00 to 16:30:00 at Google Meet.",2025-5-16,15:00:00,16:30:00,Google Meet,False
"Update Birthday Party date to March 26, 2026 and time to 14:00 at Teams",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2026-3-26 from 14:00:00 to 14:30:00 at Teams.",2026-3-26,14:00:00,14:30:00,Teams,False
Cancel my Conference Call next Tuesday at 9:30 AM,CANCEL,Conference Call,Call with team,Your event 'Conference Call' on 2025-5-20 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,09:00:00,09:30:00,Cafe Rio,False
Add Project Review next Monday at 9:30 AM,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-19 from 09:00:00 to 10:00:00. Let me know if you need anything else!",2025-5-19,09:00:00,10:00:00,,False
"Add Birthday Party June 24, 2026 at 3 PM at Main Conference Room at Main Conference Room",ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2026-6-24 from 15:00:00 to 16:30:00 at Main Conference Room. Let me know if you need anything else!",2026-6-24,15:00:00,16:30:00,Main Conference Room,False
Cancel my Dentist Visit next Friday at 14:00,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,15:30:00,Teams,False
Add Project Review next Thursday at 3 PM at Clinic at Clinic,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-15 from 15:00:00 to 16:30:00 at Clinic. Let me know if you need anything else!",2025-5-15,15:00:00,16:30:00,Clinic,False
Add Lunch with John tomorrow at 16:45 at Home at Home,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 16:45:00 to 17:15:00 at Home. Let me know if you need anything else!",2025-5-15,16:45:00,17:15:00,Home,False
Add Marketing Presentation next Thursday at 8:00 at Gym at Gym,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-15 from 08:00:00 to 08:30:00 at Gym. Let me know if you need anything else!",2025-5-15,08:00:00,08:30:00,Gym,False
"Reschedule my Dentist Visit to March 6, 2026 at 16:45 at Office",UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2026-3-6 from 16:45:00 to 17:45:00 at Office.",2026-3-6,16:45:00,17:45:00,Office,False
"Update Coffee with Sarah to an all-day event on August 7, 2026",UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2026-8-7 from 00:00:00 to 23:59:59 at Teams.",2026-8-7,00:00:00,23:59:59,Teams,True
"Cancel my Coffee with Sarah November 8, 2025 at 9:30 AM",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-11-8 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-11-8,09:00:00,09:30:00,Google Meet,False
Update Interview with Candidate date to tomorrow and time to 16:45 at Office,UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-5-15 from 16:45:00 to 17:15:00 at Office.",2025-5-15,16:45:00,17:15:00,Office,False
Add Team Meeting day after tomorrow at 8:00 at Home at Home,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-16 from 08:00:00 to 09:30:00 at Home. Let me know if you need anything else!",2025-5-16,08:00:00,09:30:00,Home,False
"Update Conference Call date to March 23, 2026 and time to 3 PM at Zoom",UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2026-3-23 from 15:00:00 to 16:30:00 at Zoom.",2026-3-23,15:00:00,16:30:00,Zoom,False
"Move Marketing Presentation to March 13, 2026 at 11 AM at Cafe Rio",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2026-3-13 from 11:00:00 to 12:00:00 at Cafe Rio.",2026-3-13,11:00:00,12:00:00,Cafe Rio,False
Move Board Meeting to next Tuesday at 11 AM at Zoom,UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2025-5-20 from 11:00:00 to 13:00:00 at Zoom.",2025-5-20,11:00:00,13:00:00,Zoom,False
Change time of Lunch with John to 3 PM on day after tomorrow at Home,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-16 from 15:00:00 to 15:30:00 at Home.",2025-5-16,15:00:00,15:30:00,Home,False
Add Board Meeting day after tomorrow at 9:30 AM,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-16 from 09:00:00 to 09:30:00. Let me know if you need anything else!",2025-5-16,09:00:00,09:30:00,,False
Cancel my 3 PM event,CANCEL,3 PM event,3 PM event,Your event '3 PM event' on 2025-12-31 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-12-31,15:00:00,16:00:00,Main Conference Room,False
Cancel my 14:00 event,CANCEL,14:00 event,14:00 event,Your event '14:00 event' on 2025-5-20 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,14:00:00,15:30:00,Zoom,False
"Update Lunch with John date to November 3, 2026 and time to 14:00 at Google Meet",UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2026-11-3 from 14:00:00 to 15:00:00 at Google Meet.",2026-11-3,14:00:00,15:00:00,Google Meet,False
Cancel my Board Meeting next Thursday at 3 PM,CANCEL,Board Meeting,High-level board discussion,Your event 'Board Meeting' on 2025-5-15 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,15:00:00,16:00:00,Cafe Rio,False
"Add Lunch with John September 7, 2025 at 3 PM at Zoom at Zoom",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-9-7 from 15:00:00 to 16:00:00 at Zoom. Let me know if you need anything else!",2025-9-7,15:00:00,16:00:00,Zoom,False
Move Dentist Visit to day after tomorrow at 16:45 at Main Conference Room,UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2025-5-16 from 16:45:00 to 17:15:00 at Main Conference Room.",2025-5-16,16:45:00,17:15:00,Main Conference Room,False
Update Team Meeting date to day after tomorrow and time to 11 AM at Home,UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-5-16 from 11:00:00 to 12:00:00 at Home.",2025-5-16,11:00:00,12:00:00,Home,False
Add Lunch with John tomorrow at 3 PM at Teams at Teams,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 15:00:00 to 17:00:00 at Teams. Let me know if you need anything else!",2025-5-15,15:00:00,17:00:00,Teams,False
"Cancel my Marketing Presentation July 6, 2026 at 14:00",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2026-7-6 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-7-6,14:00:00,15:00:00,Gym,False
Add Doctor Appointment next Thursday at 11 AM,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-15 from 11:00:00 to 11:30:00. Let me know if you need anything else!",2025-5-15,11:00:00,11:30:00,,False
"Add Birthday Party all day on July 11, 2026",ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2026-7-11 from 00:00:00 to 23:59:59. Let me know if you need anything else!",2026-7-11,00:00:00,23:59:59,,True
Change time of Project Review to 11 AM on next Monday at Office,UPDATE,Project Review,Review project milestones,"Sure, I've updated 'Project Review' to 2025-5-19 from 11:00:00 to 12:30:00 at Office.",2025-5-19,11:00:00,12:30:00,Office,False
Add Conference Call next Tuesday at 16:45,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-20 from 16:45:00 to 18:15:00. Let me know if you need anything else!",2025-5-20,16:45:00,18:15:00,,False
Update Lunch with John to an all-day event on tomorrow,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-15 from 00:00:00 to 23:59:59 at Clinic.",2025-5-15,00:00:00,23:59:59,Clinic,True
"Cancel my Marketing Presentation October 14, 2025 at 9:30 AM",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2025-10-14 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-10-14,09:00:00,09:30:00,,False
Add Birthday Party tomorrow at 16:45 at Google Meet at Google Meet,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-15 from 16:45:00 to 18:45:00 at Google Meet. Let me know if you need anything else!",2025-5-15,16:45:00,18:45:00,Google Meet,False
"Add Performance Review April 5, 2026 at 9:30 AM at Cafe Rio at Cafe Rio",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2026-4-5 from 09:00:00 to 10:30:00 at Cafe Rio. Let me know if you need anything else!",2026-4-5,09:00:00,10:30:00,Cafe Rio,False
Cancel my Dentist Visit next Tuesday at 9:30 AM,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-20 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,09:00:00,09:30:00,,False
Add Performance Review next Tuesday at 16:45 at Clinic at Clinic,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-20 from 16:45:00 to 17:45:00 at Clinic. Let me know if you need anything else!",2025-5-20,16:45:00,17:45:00,Clinic,False
Add Birthday Party next Tuesday at 8:00 at Cafe Rio at Cafe Rio,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-20 from 08:00:00 to 09:30:00 at Cafe Rio. Let me know if you need anything else!",2025-5-20,08:00:00,09:30:00,Cafe Rio,False
Cancel my all-day AI Trends Webinar on tomorrow,CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-5-15 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,00:00:00,23:59:59,Main Conference Room,True
Add Doctor Appointment tomorrow at 11 AM at Gym at Gym,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-15 from 11:00:00 to 12:30:00 at Gym. Let me know if you need anything else!",2025-5-15,11:00:00,12:30:00,Gym,False
Add Team Meeting next Tuesday at 3 PM at Google Meet at Google Meet,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-20 from 15:00:00 to 16:00:00 at Google Meet. Let me know if you need anything else!",2025-5-20,15:00:00,16:00:00,Google Meet,False
Add Project Review next Thursday at 3 PM at Clinic at Clinic,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-15 from 15:00:00 to 16:30:00 at Clinic. Let me know if you need anything else!",2025-5-15,15:00:00,16:30:00,Clinic,False
Add Yoga Class all day on next Thursday at Main Conference Room,ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-5-15 from 00:00:00 to 23:59:59 at Main Conference Room. Let me know if you need anything else!",2025-5-15,00:00:00,23:59:59,Main Conference Room,True
"Add Performance Review November 9, 2026 at 14:00 at Cafe Rio at Cafe Rio",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2026-11-9 from 14:00:00 to 15:30:00 at Cafe Rio. Let me know if you need anything else!",2026-11-9,14:00:00,15:30:00,Cafe Rio,False
"Cancel my Performance Review November 8, 2025 at 14:00",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-11-8 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-11-8,14:00:00,14:30:00,Google Meet,False
"Add Data Workshop July 4, 2025 at 9:30 AM at Zoom at Zoom",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-7-4 from 09:00:00 to 11:00:00 at Zoom. Let me know if you need anything else!",2025-7-4,09:00:00,11:00:00,Zoom,False
Add Performance Review next Monday at 9:30 AM at Main Conference Room at Main Conference Room,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-19 from 09:00:00 to 10:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-19,09:00:00,10:30:00,Main Conference Room,False
Cancel my Dentist Visit next Wednesday at 14:00,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,14:00:00,14:30:00,Main Conference Room,False
Change time of Coffee with Sarah to 16:45 on next Tuesday at Home,UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-5-20 from 16:45:00 to 17:15:00 at Home.",2025-5-20,16:45:00,17:15:00,Home,False
Add Performance Review next Thursday at 9:30 AM at Zoom at Zoom,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-15 from 09:00:00 to 10:30:00 at Zoom. Let me know if you need anything else!",2025-5-15,09:00:00,10:30:00,Zoom,False
Move Interview with Candidate to next Thursday at 3 PM at Gym,UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-5-15 from 15:00:00 to 15:30:00 at Gym.",2025-5-15,15:00:00,15:30:00,Gym,False
Update Doctor Appointment date to next Wednesday and time to 16:45 at Clinic,UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2025-5-21 from 16:45:00 to 18:15:00 at Clinic.",2025-5-21,16:45:00,18:15:00,Clinic,False
Change time of Conference Call to 11 AM on next Friday at Office,UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2025-5-16 from 11:00:00 to 11:30:00 at Office.",2025-5-16,11:00:00,11:30:00,Office,False
"Add Board Meeting November 1, 2026 at 14:00 at Google Meet at Google Meet",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-11-1 from 14:00:00 to 16:00:00 at Google Meet. Let me know if you need anything else!",2026-11-1,14:00:00,16:00:00,Google Meet,False
"Cancel my Doctor Appointment September 2, 2026 at 11 AM",CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2026-9-2 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-9-2,11:00:00,11:30:00,Cafe Rio,False
Add Marketing Presentation day after tomorrow at 9:30 AM at Main Conference Room at Main Conference Room,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-16 from 09:00:00 to 10:00:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,09:00:00,10:00:00,Main Conference Room,False
"Move Conference Call to August 19, 2026 at 8:00 at Gym",UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2026-8-19 from 08:00:00 to 09:00:00 at Gym.",2026-8-19,08:00:00,09:00:00,Gym,False
Cancel my Board Meeting next Friday at 16:45,CANCEL,Board Meeting,High-level board discussion,Your event 'Board Meeting' on 2025-5-16 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,16:45:00,17:45:00,Main Conference Room,False
"Add Doctor Appointment May 22, 2025 at 11 AM at Google Meet at Google Meet",ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-22 from 11:00:00 to 12:00:00 at Google Meet. Let me know if you need anything else!",2025-5-22,11:00:00,12:00:00,Google Meet,False
Add Doctor Appointment day after tomorrow at 9:30 AM at Clinic at Clinic,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-16 from 09:00:00 to 10:30:00 at Clinic. Let me know if you need anything else!",2025-5-16,09:00:00,10:30:00,Clinic,False
Move Performance Review to next Wednesday at 16:45 at Zoom,UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2025-5-21 from 16:45:00 to 17:15:00 at Zoom.",2025-5-21,16:45:00,17:15:00,Zoom,False
Add Conference Call day after tomorrow at 16:45 at Zoom at Zoom,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-16 from 16:45:00 to 17:45:00 at Zoom. Let me know if you need anything else!",2025-5-16,16:45:00,17:45:00,Zoom,False
Change time of Marketing Presentation to 9:30 AM on next Thursday,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-15 from 09:00:00 to 11:00:00.",2025-5-15,09:00:00,11:00:00,,False
"Add Data Workshop September 4, 2026 at 3 PM at Main Conference Room at Main Conference Room",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-9-4 from 15:00:00 to 17:00:00 at Main Conference Room. Let me know if you need anything else!",2026-9-4,15:00:00,17:00:00,Main Conference Room,False
"Cancel my all-day Yoga Class on August 8, 2026",CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2026-8-8 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-8,00:00:00,23:59:59,Teams,True
Add Yoga Class day after tomorrow at 3 PM at Cafe Rio at Cafe Rio,ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-5-16 from 15:00:00 to 15:30:00 at Cafe Rio. Let me know if you need anything else!",2025-5-16,15:00:00,15:30:00,Cafe Rio,False
Cancel my Team Meeting next Friday at 14:00,CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,15:30:00,Clinic,False
"Add Data Workshop all day on March 17, 2026",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-3-17 from 00:00:00 to 23:59:59. Let me know if you need anything else!",2026-3-17,00:00:00,23:59:59,,True
"Change time of Doctor Appointment to 14:00 on October 15, 2025 at Cafe Rio",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2025-10-15 from 14:00:00 to 15:00:00 at Cafe Rio.",2025-10-15,14:00:00,15:00:00,Cafe Rio,False
"Move Conference Call to May 27, 2026 at 14:00 at Gym",UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2026-5-27 from 14:00:00 to 16:00:00 at Gym.",2026-5-27,14:00:00,16:00:00,Gym,False
"Add Birthday Party July 18, 2026 at 8:00 at Gym at Gym",ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2026-7-18 from 08:00:00 to 08:30:00 at Gym. Let me know if you need anything else!",2026-7-18,08:00:00,08:30:00,Gym,False
Cancel my Birthday Party next Wednesday at 14:00,CANCEL,Birthday Party,Celebrate birthday,Your event 'Birthday Party' on 2025-5-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,14:00:00,15:30:00,Home,False
"Reschedule my Project Review to December 21, 2026 at 3 PM at Cafe Rio",UPDATE,Project Review,Review project milestones,"Sure, I've updated 'Project Review' to 2026-12-21 from 15:00:00 to 17:00:00 at Cafe Rio.",2026-12-21,15:00:00,17:00:00,Cafe Rio,False
"Reschedule my Performance Review to May 22, 2026 at 3 PM",UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2026-5-22 from 15:00:00 to 15:30:00.",2026-5-22,15:00:00,15:30:00,,False
Add Marketing Presentation next Thursday at 9:30 AM at Home at Home,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-15 from 09:00:00 to 10:00:00 at Home. Let me know if you need anything else!",2025-5-15,09:00:00,10:00:00,Home,False
"Add Marketing Presentation July 13, 2026 at 3 PM at Gym at Gym",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2026-7-13 from 15:00:00 to 16:00:00 at Gym. Let me know if you need anything else!",2026-7-13,15:00:00,16:00:00,Gym,False
"Cancel my Performance Review March 20, 2026 at 11 AM",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2026-3-20 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-3-20,11:00:00,12:00:00,Teams,False
Cancel my Coffee with Sarah day after tomorrow at 14:00,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,15:00:00,Cafe Rio,False
"Cancel my Coffee with Sarah September 29, 2026 at 16:45",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-9-29 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-9-29,16:45:00,17:45:00,Google Meet,False
Cancel my Conference Call next Wednesday at 14:00,CANCEL,Conference Call,Call with team,Your event 'Conference Call' on 2025-5-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,14:00:00,15:00:00,Teams,False
Change time of Coffee with Sarah to 11 AM on next Thursday at Zoom,UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-5-15 from 11:00:00 to 13:00:00 at Zoom.",2025-5-15,11:00:00,13:00:00,Zoom,False
Add Data Workshop next Friday at 14:00 at Clinic at Clinic,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-16 from 14:00:00 to 14:30:00 at Clinic. Let me know if you need anything else!",2025-5-16,14:00:00,14:30:00,Clinic,False
"Move AI Trends Webinar to December 8, 2025 at 8:00 at Google Meet",UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-12-8 from 08:00:00 to 09:00:00 at Google Meet.",2025-12-8,08:00:00,09:00:00,Google Meet,False
"Move Performance Review to June 23, 2025 at 9:30 AM at Teams",UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2025-6-23 from 09:00:00 to 10:00:00 at Teams.",2025-6-23,09:00:00,10:00:00,Teams,False
Update Birthday Party to an all-day event on next Friday,UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-5-16 from 00:00:00 to 23:59:59.",2025-5-16,00:00:00,23:59:59,,True
Cancel my Doctor Appointment next Tuesday at 8:00,CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2025-5-20 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,08:00:00,09:00:00,Google Meet,False
"Add Coffee with Sarah November 2, 2026 at 9:30 AM at Office at Office",ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2026-11-2 from 09:00:00 to 10:30:00 at Office. Let me know if you need anything else!",2026-11-2,09:00:00,10:30:00,Office,False
Move Dentist Visit to next Wednesday at 16:45 at Cafe Rio,UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2025-5-21 from 16:45:00 to 17:45:00 at Cafe Rio.",2025-5-21,16:45:00,17:45:00,Cafe Rio,False
"Update Performance Review date to February 5, 2026 and time to 8:00 at Home",UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2026-2-5 from 08:00:00 to 10:00:00 at Home.",2026-2-5,08:00:00,10:00:00,Home,False
Cancel my Performance Review tomorrow at 16:45,CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-5-15 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,16:45:00,17:15:00,Home,False
"Cancel my all-day Interview with Candidate on February 14, 2026",CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2026-2-14 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2026-2-14,00:00:00,23:59:59,,True
"Change time of Marketing Presentation to 9:30 AM on October 2, 2026 at Gym",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2026-10-2 from 09:00:00 to 10:00:00 at Gym.",2026-10-2,09:00:00,10:00:00,Gym,False
Cancel my Lunch with John next Thursday at 11 AM,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-15 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,11:00:00,12:00:00,Home,False
"Add Coffee with Sarah December 11, 2025 at 3 PM at Office at Office",ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-12-11 from 15:00:00 to 16:00:00 at Office. Let me know if you need anything else!",2025-12-11,15:00:00,16:00:00,Office,False
Cancel my 8:00 event,CANCEL,8:00 event,8:00 event,Your event '8:00 event' on 2026-10-29 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2026-10-29,08:00:00,09:00:00,,False
"Add Performance Review September 8, 2025 at 14:00",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-9-8 from 14:00:00 to 14:30:00. Let me know if you need anything else!",2025-9-8,14:00:00,14:30:00,,False
"Cancel my Birthday Party July 7, 2025 at 8:00",CANCEL,Birthday Party,Celebrate birthday,Your event 'Birthday Party' on 2025-7-7 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-7-7,08:00:00,09:00:00,Cafe Rio,False
Add Conference Call next Friday at 8:00 at Google Meet at Google Meet,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-16 from 08:00:00 to 09:00:00 at Google Meet. Let me know if you need anything else!",2025-5-16,08:00:00,09:00:00,Google Meet,False
Reschedule my Performance Review to day after tomorrow at 14:00 at Google Meet,UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2025-5-16 from 14:00:00 to 14:30:00 at Google Meet.",2025-5-16,14:00:00,14:30:00,Google Meet,False
Add Data Workshop next Wednesday at 9:30 AM at Zoom at Zoom,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-21 from 09:00:00 to 11:00:00 at Zoom. Let me know if you need anything else!",2025-5-21,09:00:00,11:00:00,Zoom,False
"Add Marketing Presentation December 17, 2025 at 3 PM at Gym at Gym",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-12-17 from 15:00:00 to 16:00:00 at Gym. Let me know if you need anything else!",2025-12-17,15:00:00,16:00:00,Gym,False
Add Lunch with John all day on tomorrow at Main Conference Room,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 00:00:00 to 23:59:59 at Main Conference Room. Let me know if you need anything else!",2025-5-15,00:00:00,23:59:59,Main Conference Room,True
Cancel my all-day Yoga Class on next Tuesday,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-20 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,00:00:00,23:59:59,Clinic,True
Add Yoga Class day after tomorrow at 11 AM at Main Conference Room at Main Conference Room,ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-5-16 from 11:00:00 to 12:00:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,11:00:00,12:00:00,Main Conference Room,False
Move Birthday Party to next Thursday at 9:30 AM at Office,UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-5-15 from 09:00:00 to 11:00:00 at Office.",2025-5-15,09:00:00,11:00:00,Office,False
Add Coffee with Sarah next Wednesday at 8:00 at Google Meet at Google Meet,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-21 from 08:00:00 to 09:30:00 at Google Meet. Let me know if you need anything else!",2025-5-21,08:00:00,09:30:00,Google Meet,False
